\,watt-median,L1-dcache-loads:u,L1-dcache-loads:u-square,L1-dcache-stores:u,L1-dcache-stores:u-square,L1-icache-load-misses:u,L1-icache-load-misses:u-square,LLC-loads:u,LLC-loads:u-square,LLC-load-misses:u,LLC-load-misses:u-square,LLC-stores:u,LLC-stores:u-square,LLC-store-misses:u,LLC-store-misses:u-square,dTLB-loads:u,dTLB-loads:u-square,dTLB-load-misses:u,dTLB-load-misses:u-square,dTLB-stores:u,dTLB-stores:u-square,dTLB-store-misses:u,dTLB-store-misses:u-square,iTLB-load-misses:u,iTLB-load-misses:u-square,branch-loads:u,branch-loads:u-square,branch-load-misses:u,branch-load-misses:u-square,L1-dcache-load-misses:u,L1-dcache-load-misses:u-square,node-loads:u,node-loads:u-square,branch-instructions:u,branch-instructions:u-square,branch-misses:u,branch-misses:u-square,bus-cycles:u,bus-cycles:u-square,cache-misses:u,cache-misses:u-square,cache-references:u,cache-references:u-square,cpu-cycles:u,cpu-cycles:u-square,instructions:u,instructions:u-square,mem-stores:u,mem-stores:u-square,ref-cycles:u,ref-cycles:u-square,mem-loads-aux:u,mem-loads-aux:u-square,slots:u,slots:u-square,topdown-br-mispredict:u,topdown-br-mispredict:u-square,topdown-fetch-lat:u,topdown-fetch-lat:u-square
stress-ng --cpu 1 --cpu-method ipv4checksum --timeout 10s,9.61,1338707565.85622,1.7921379468806856e+18,177503531.275827,3.1507503615388492e+16,27325.2715515188,746670465.3642426,117.398614281615,13782.434635243417,12.9793354343388,168.46314831708278,21.3507684689544,455.85531421489736,3.37745562798368,11.407206518998635,1614471295.33174,2.6065175634501463e+18,85.8001250624632,7361.6614607343245,214059635.957754,4.582152774636616e+16,63.944282999894,4088.871328370533,416.616702403648,173569.4767216898,1843209329.70832,3.397420633123794e+18,41568421.1163947,1727933634109928.8,4578.6911487343,20964412.635497827,-0.898099230673373,-0.898099230673373,1851661683.99948,3.42865099199179e+18,40211572.9733285,1616970600989323.2,3471990431.34657,1.2054717555362142e+19,928.743205394861,862563.941567121,2511.14343920693,6305841.372272008,3326593488.17478,1.106622423556685e+19,15945679184.7134,2.542646846618022e+20,212336543.530788,4.508680771860223e+16,3466375729.18228,1.2015760695863984e+19,498.245810748803,248248.88792873203,17231931930.6304,2.969394780618796e+20,2973253046.29739,8.840233677316709e+18,608615541.972034,3.7041287792991264e+17
stress-ng --cpu 1 --cpu-method jmp --timeout 10s,8.64,1432777607.90408,2.0528516737113375e+18,2863634665.97212,8.200403500157255e+18,27240.8566326787,742064270.0821551,167.054901887631,27907.340244686016,44.4204222046244,1973.1739088370884,13.0200711829689,169.52225360957718,1.988428648639,3.9538484907283196,1435551420.27082,2.0608078802415683e+18,77.7291980860381,6041.828235098548,2869179277.03465,8.232189723765076e+18,55.4195430916482,3071.325756487052,499.190979742315,249191.63425609234,2266610687.73477,5.137524009753486e+18,121488.862914075,14759543812.154907,4552.90254569709,20728921.590615045,-1.29515582915849,-1.29515582915849,2275206969.29445,5.176566753126035e+18,121848.614314148,14847084810.277992,3464632810.26247,1.2003680509947218e+19,962.634743536379,926665.6494633502,2554.50500484627,6525495.819784641,2868530951.0768,8.22846981728557e+18,12538822608.9289,1.5722207241818653e+20,2865979475.10338,8.213838351713846e+18,3462690207.76686,1.19902234749645e+19,496.200764830076,246215.1990179524,17221984359.9398,2.965967452940111e+20,206730.470785815,42737487551.324715,505009.273882275,255034366707.10263
stress-ng --cpu 1 --cpu-method lfsr32 --timeout 10s,7.52,521731.89135743,272204166459.40115,355829.412532004,126614570822.8711,26799.2393964614,718199232.2288487,70.5629412028777,4979.128671200775,54.9854746214585,3023.402419347057,21.1817215228264,448.66532667056714,0.0,0.0,522010.784927253,272495259580.36676,77.9300603897491,6073.094312349942,356025.124301607,126753889133.97473,64.6316436968704,4177.249366959207,123.745659214266,15312.988174373255,88205549.9940674,7780219049755924.0,45097.1337262261,2033751470.3211195,4524.64021778319,20472369.10038111,4.56856110701836,20.871750588560825,88344481.3383273,7804747382938061.0,45025.0492776509,2027255062.4548917,3463588997.42927,1.1996448743113095e+19,929.576344534637,864112.1803183781,2650.02169926338,7022615.006566772,2867614894.4554,8.223215182902455e+18,4400122815.2237,1.9361080789052133e+19,356412.520233253,127029884579.019,3468443474.43361,1.2030100135341093e+19,488.714954437003,238842.3066903619,17199454946.5609,2.958212504587783e+20,207203.173983144,42933155308.68904,514222.353425687,264424628762.65216
stress-ng --cpu 1 --cpu-method ln2 --timeout 10s,8.47,635833634.343703,4.0428441056272186e+17,635295711.399813,4.0360064092299456e+17,27055.4605089791,731997943.3529277,75.565292147426,5710.1133773258425,39.8803752162387,1590.4443273879856,32.727157962453,1071.0668682993507,0.397926879120089,0.15834580112625393,637015366.011165,4.0578857653433856e+17,75.6860479308255,5728.377851387214,636476640.07359,4.051025133593663e+17,60.2176693679042,3626.167704102228,150.925709036443,22778.569648153054,159995500.043859,2.559856003428449e+16,102449.553381683,10495910988.106314,5459.37373114805,29804761.536349382,-0.400609368907877,-0.400609368907877,159624127.869175,2.547986219799473e+16,102306.418911619,10466603350.519672,3469822818.18775,1.2039670389616378e+19,1000.48068647861,1000961.6040167107,2484.50075484842,6172744.000842369,2872798242.87299,8.252969744254139e+18,3814096400.24042,1.454733135032693e+19,635679838.672954,4.0408885729527277e+17,3464882154.14503,1.2005408342112705e+19,484.105971063506,234358.5912193401,17235478612.1149,2.970617229886701e+20,211560.889100479,44758009796.98517,549832.502268956,302315780551.34155
stress-ng --cpu 1 --cpu-method logmap --timeout 10s,7.465,325881.734024467,106198904570.79346,191629.738836104,36721956806.393425,27151.0711251982,737180663.2455714,191.100593363001,36519.43678369106,36.6625093213115,1344.1395897352525,8.54542961447162,73.0243672958886,2.58480547740701,6.6812193560332815,326141.840252551,106368499963.32051,81.2948536280377,6608.853226404074,191953.489163463,36846142002.02771,58.7536979142754,3451.9970186019295,114.839196562425,13188.041067103286,39925859.0467548,1594074220621332.0,21699.6434448298,470874525.63274485,5803.89747284154,33685225.87525641,2.48252562863278,6.162933496818579,39993221.0870257,1599457732915717.2,21481.4092769185,461450944.52248025,3466099680.56523,1.2013846995614388e+19,979.490069997132,959400.7972229865,2530.81922008453,6405045.924749269,2869597795.81252,8.234591509732073e+18,1947869370.33306,3.7941950838817116e+18,191534.295684686,36685386423.42872,3465389821.20353,1.2008926612901032e+19,503.878330226081,253893.37167142355,17246610050.7546,2.974455582427896e+20,207811.400383746,43185578129.45358,508765.932554719,258842774128.27286
stress-ng --cpu 1 --cpu-method longdouble --timeout 10s,9.585,1317187964.13664,1.7349841328664266e+18,561834662.032542,3.156581874612207e+17,63182.6598260424,3992048502.6933923,312.067353732201,97386.03326541868,41.0640604798417,1686.257063092097,10.4408405627771,109.01115165733161,1.39249392606615,1.9390393341311203,1317954050.73013,1.737002879835958e+18,236.902388317525,56122.74159054741,562162388.952134,3.160265515523704e+17,97.9279534467311,9589.884066265133,1261.88089828458,1592343.4014554988,1013374377.08882,1.0269276281401539e+18,2542155.41663075,6462554162305.0625,23403.4524463719,547721586.4095908,4.16649493545274,17.359680047153333,1015086775.47255,1.0304011617392593e+18,2561993.05968756,6563808437887.226,3458640284.62002,1.1962192618396453e+19,967.85916238285,936751.3582084319,2760.36426938423,7619610.899693133,2863388374.34865,8.198992982355004e+18,6479775906.25898,4.198749579533438e+19,562083327.947937,3.159376675570281e+17,3467818903.6495,1.202576794850882e+19,509.911384611173,260009.62015608358,17197141768.6813,2.95741685012123e+20,876831343.89251,7.688332056323452e+17,405114255.078105,1.641175596674879e+17
stress-ng --cpu 1 --cpu-method loop --timeout 10s,8.425,1882856810.01516,3.5451497670204646e+18,941552323.035706,8.865207770139346e+17,24614.2336294584,605860497.1655607,188.104681347836,35383.371144970915,13.0349582163871,169.91013570295758,7.06610175537749,49.92979401734885,3.58320517804249,12.839359347950513,1562749292.9112,2.442185352494456e+18,81.4253291737764,6630.084231057843,781479018.990958,6.107094571230701e+17,62.4867570273342,3904.5948037931,141.284928907744,19961.43113646627,392223784.574712,1.5383949718611008e+17,25970.7094242071,674477747.9965994,4053.71862186269,16432634.665236345,4.27683993625872,18.291359840377492,391947164.213269,1.5362257953482326e+17,26044.4269519304,678312175.2544386,3462730279.30791,1.1990500987235836e+19,1081.72280814636,1170124.2336640467,2500.57338612278,6252867.259385546,2865617070.00331,8.211761191894356e+18,3924069544.0273,1.5398321786362622e+19,784807942.451509,6.15923506534971e+17,3469199697.88475,1.203534654380364e+19,447.02346133586,199829.97498469314,17197521310.8179,2.957547392360359e+20,208924.094581498,43649277296.69872,528808.027431008,279637929875.47375
stress-ng --cpu 1 --cpu-method matrixprod --timeout 10s,11.23,1864933136.36394,3.477975603108242e+18,35922962.8071716,1290459256845434.0,28754.1906323407,826803478.9209895,1288.25620994688,1659604.0624666999,141.576249145751,20043.834322179762,1761.65692842404,3103435.133464423,14.1107898702833,199.1143907632898,1776420528.45298,3.155669893909165e+18,90.0623538412581,8111.227579427978,34221195.9931941,1171090255204604.2,199.982139179133,39992.855990662116,285.576941131036,81554.1893057592,935198413.954859,8.745960734636838e+17,7244413.94936218,52481533469713.34,919508225.277957,8.454953763538181e+17,3.67469010592977,13.503347374618142,926656567.236221,8.586923936020169e+17,7178360.55473092,51528860253716.805,3470008515.12576,1.2040959095045282e+19,1091.50666105274,1191386.7911225008,10004.1789621342,100083596.70640852,3466935613.62407,1.2019642549014909e+19,7322279957.79747,5.361578378036252e+19,34191274.5808501,1169043257463086.2,3461299345.38647,1.1980593158372805e+19,474.818776990633,225452.87098288047,19799346747.6318,3.92014131632958e+20,543667157.8011,2.955739784715262e+17,776878110.613876,6.035395987509857e+17
stress-ng --cpu 1 --cpu-method nsqrt --timeout 10s,8.475,6870189.14514951,47199498890130.16,6343938.75988701,40245558989196.734,27234.4549115481,741715534.3291464,227.572622962637,51789.29872209454,36.7963051871653,1353.9680754270082,4.8722557333273,23.738875930940747,1.29325895233836,1.6725187178033125,6887611.19460384,47439187968032.13,79.2463761485655,6279.988132679931,6360189.4501381,40452009841647.99,64.0512314504241,4102.560250315797,150.446064815429,22634.018418448264,974025540.746815,9.487257540271252e+17,17536.9880708744,307545950.59799093,5451.33136082785,29717013.605545223,4.07862898229137,16.63521437518714,977970232.796813,9.564257762366527e+17,20611.4492952014,424831842.0486583,3460487615.40408,1.1974974536365015e+19,910.772447276912,829506.4507187754,2593.81534120492,6727878.024269996,3457823244.47784,1.1956541590051256e+19,6324153058.2571,3.9994911904262636e+19,7668473.56482143,58805486814365.086,3470925047.01741,1.204732068201281e+19,529.878592627501,280771.32292490115,17206568973.2208,2.960660158302046e+20,209631.431461909,43945337056.76905,536650.483011398,287993740916.36676
stress-ng --cpu 1 --cpu-method omega --timeout 10s,8.47,136334920.971402,1.8587210676278424e+16,64687217.4310316,4184436098969558.5,25668.110549161,658851899.1639502,174.880495990045,30583.187877724147,40.3857110069967,1631.0056535406545,8.05726837151678,64.91957361064468,0.0,0.0,164200081.118554,2.696166663933971e+16,84.271015698589,7101.604086871833,77906511.0834077,6069424469189127.0,56.760944343248,3221.804802737297,371.250600020116,137827.00801529616,145160960.976651,2.10717045916648e+16,68223.6588749762,4654467630.289119,5844.01351201523,34152493.92861658,3.37977353425768,11.422869142868649,144913177.371421,2.099982897588093e+16,68889.2380494518,4745727119.034038,3467892671.98159,1.202627958438361e+19,1012.99071830798,1026150.1953781174,2468.40046045,6093000.833149772,2871256424.41179,8.244113454725976e+18,1058803269.24034,1.1210643629540319e+18,72068024.3842965,5193800138655556.0,3458854278.31557,1.1963672918621921e+19,492.505108965347,242561.28235696832,17216785319.0167,2.96417696721109e+20,675303555.69783,4.5603489233813216e+17,1215681774.64198,1.4778821771966738e+18
stress-ng --cpu 1 --cpu-method parity --timeout 10s,8.56,479704.015520427,230115942506.4221,281202.047948604,79074591770.48897,24909.5582759913,620486093.5050068,217.948102826874,47501.37552583364,14.5928298537417,212.950683140255,5.56312935113583,30.94840817746896,3.67844913045701,13.530988005359934,474038.63469936,224712627187.63327,78.1876327473261,6113.305914630741,277906.061135616,77231778815.91272,58.936461594926,3473.5065053301873,92.8620585943824,8623.361926386511,1885852225.70937,3.5564386172129843e+18,7302377.20988596,53324712915461.87,3970.70776181662,15766520.129750751,-0.103592771955024,-0.103592771955024,1839897378.14432,3.3852223621023427e+18,6596841.1109728,43518312643420.85,3458837775.60954,1.1963558757983551e+19,958.626320709563,918964.4227571539,2526.64560976201,6383938.037329638,2863531307.11733,8.199811546841085e+18,8688210627.00072,7.548500389912823e+19,288495.048569662,83229393049.21162,3465070957.999,1.2006716743968109e+19,501.784051660733,251787.23450106115,17203675534.0343,2.959664518803304e+20,1025223818.08552,1.0510838771698515e+18,4452732570.81478,1.9826827347194802e+19
stress-ng --cpu 1 --cpu-method phi --timeout 10s,9.47,306651807.028694,9.403533075396336e+16,178881777.866312,3.1998690452612588e+16,27186.502778632,739105933.3325654,207.89025066364,43218.356320991064,18.9780458525481,360.16622438141815,4.07411087892052,16.598379453738527,4.17686469485654,17.44619867913902,306354183.349466,9.385288565571824e+16,81.1554159451375,6586.2015372282785,178707931.581023,3.19365248099676e+16,62.2073557807922,3869.7551132380604,591.708054234954,350118.4214465153,3506387670.04257,1.2294754492626563e+19,2933.14586044113,8603344.638622938,3995.45617312614,15963670.03137178,5.1694106169954,26.72280612710476,3499829905.20134,1.2248809365341622e+19,4447.64092192313,19781509.77036523,3464053716.12401,1.1999668148192563e+19,915.466541570786,838078.9887355757,2627.471156389,6903604.6776561495,2987244404.69622,8.923629133388874e+18,15684087925.2041,2.4599061404553304e+20,182120662.352871,3.3167935655848444e+16,3460268840.54998,1.1973460448881105e+19,477.987708398409,228472.24937996245,17215175943.9887,2.963622827824873e+20,216101.067446897,46699671351.68833,515327.311854026,265562238342.69656
stress-ng --cpu 1 --cpu-method pi --timeout 10s,8.63,463708539.831891,2.1502560991302445e+17,310208266.73346,9.622916874977747e+16,37181.2231206518,1382443352.7476919,189.955734509797,36083.181073156484,29.9296861901049,895.7861154381559,5.66764677569207,32.122219974012715,1.39266628735333,1.939519387930508,463969084.924755,2.152673117659145e+17,80.3683684992561,6459.074655232222,310382512.617955,9.6337304139035e+16,61.4175550574651,3772.116069236757,391.249636278638,153076.2778881665,158377491.117598,2.508342969270483e+16,3931.21696948654,15454466.861178936,7315.84437914374,53521578.979849055,-0.500100093348731,-0.500100093348731,158244709.435259,2.504138806424955e+16,3352.64965469158,11240259.70710357,3462073474.65487,1.1985952743908846e+19,978.212066700049,956898.8474375812,2645.72626630864,6999867.476235456,2866511367.86239,8.21688742208431e+18,2553912608.45765,6.522469611638959e+18,311036461.332885,9.674368027848328e+16,3471312439.89446,1.2050010055366031e+19,14497087.439432,210165544226537.1,17195084936.2811,2.956709459659213e+20,809301138.979937,6.549683335542232e+17,2697478340.90009,7.276389399625103e+18
stress-ng --cpu 1 --cpu-method prime --timeout 10s,8.455,100098.161511794,10019641938.041197,60339.385552224,3640841448.819938,23722.0133942712,562733919.4779822,174.332390663114,30391.782434316603,41.6166715857105,1731.9473538728837,7.54818880175657,56.97515418696329,0.198772985666635,0.039510699830828284,100346.431200491,10069406254.674873,75.1205128331012,5643.091448308122,60588.9293231192,3671018356.5219336,64.5140225787363,4162.0591092896975,117.053417180777,13701.50247369702,763783524.269276,5.833652719451958e+17,14123052.6455368,199460616028604.03,4321.18572677949,18672646.085322794,-0.39961096506652,-0.39961096506652,915846145.133368,8.387741615556502e+17,18248268.6484891,332999308667430.2,3470265277.1761,1.2042741093974112e+19,968.46531674402,937925.069736095,2317.13906687509,5369133.455238763,2873261089.57957,8.255629288891977e+18,3964352749.57798,1.571609272308649e+19,59791.6121345358,3575036881.6467686,3458996651.49418,1.196465783504795e+19,496.586692634196,246598.3433013695,17234712049.9377,2.970352994442677e+20,2568244157.98316,6.59587805501463e+18,541153582.945251,2.928472003344826e+17
stress-ng --cpu 1 --cpu-method psi --timeout 10s,8.515,54024483.4054205,2918644807222554.5,29472779.118999,868644708997303.5,31713.334112558,1005735560.534735,187.834157771745,35281.670825820795,17.5766594837678,308.93895860832447,7.15421412130309,51.182779693452545,3.38033118662605,11.42663893127668,53956462.6580971,2911299862574627.0,77.2698216216118,5970.625333435706,29435664.6604871,866458354004649.1,63.8614008406024,4078.2785173240927,489.592901683274,239701.20937864803,951573133.415685,9.054914282385452e+17,4906576.77758657,24074495674351.81,5196.07610688114,26999206.908501063,-0.20113858662376,-0.20113858662376,949044473.639094,9.00685412944905e+17,4893542.76914452,23946760833446.617,3470467173.8573,1.2044142404821074e+19,903.451923794596,816225.3786081566,2376.52695475639,5647880.36668368,2873389023.24666,8.256364478914396e+18,7397873222.53906,5.472852821676045e+19,29449409.1048072,867267696622301.4,3466630928.73134,1.2017529996036712e+19,497.928618813123,247932.90943314438,17199318539.0053,2.9581655820617135e+20,1416470393.29313,2.006388375075994e+18,472594392.984524,2.2334546028041072e+17
stress-ng --cpu 1 --cpu-method queens --timeout 10s,10.09,1054401114.49343,1.1117617102449873e+18,1054360878.10153,1.1116768612710292e+18,26928.2255413311,725129330.8047966,218.545596997175,47762.17796685163,9.82087882676759,96.44966093005195,6.35850381638445,40.43057078297561,3.18137302296494,10.121134311249081,1050829070.54786,1.1042417355084794e+18,83.672487475716,7001.08516037385,1050788790.25608,1.1041570817278362e+18,64.2498331417232,4128.041058739273,270.52926441246,73186.0829035467,663401363.473472,4.401013690584617e+17,87081327.5229665,7583157603162164.0,3967.1976906608,15738657.516784387,3.28059165624201,10.762281615004694,663312761.928166,4.3998382013677184e+17,86910831.5458152,7553492639985066.0,3472962751.95392,1.2061470276459344e+19,953.2495968826,908684.7939568395,2363.447902507,5585885.987864737,3470242654.27879,1.2042584079575902e+19,6053375195.35433,3.6643351255731073e+19,1048921329.489,1.1002359554569713e+18,3456208856.54569,1.1945379660064866e+19,494.836721900808,244863.3813415376,19276515834.3306,3.715840627111984e+20,9675307512.34053,9.36115754583531e+19,1285544565.38917,1.6526248296016297e+18
stress-ng --cpu 1 --cpu-method rand --timeout 10s,8.005,402976.803264035,162390303968.9008,334917.236666363,112169555416.23262,28723.7985403339,825056602.5856879,202.915074936291,41174.52763640059,20.7537684721919,430.71890579734657,7.84884241206012,61.60432720935372,3.77755624150584,14.269931157739727,403168.338536961,162544709198.6536,78.669423192499,6188.878145440499,335043.359507163,112254052749.84607,61.9084233796356,3832.652885352212,2821.43810599316,7960512.985950271,77039151.1169269,5935030804816698.0,61013.472634393,3722643842.9078236,5280.11373949337,27879601.10198666,3.87560364919249,15.020303645634144,63925294.1930683,4086443237670332.0,33087.480262741,1094781350.1372755,3462362213.03396,1.1987952094245421e+19,890.990486994182,793864.0479141296,2597.21407353981,6745520.943793255,2866719701.24231,8.2180818454908e+18,6234840976.11007,3.887324199738117e+19,334839.669553501,112117604306.69775,3470679939.22368,1.2045619240529687e+19,475.894948611756,226476.00211418586,17193855939.8233,2.9562868207939695e+20,209566.596241398,43918158260.205124,527797.690819669,278570402434.57495
stress-ng --cpu 1 --cpu-method rand48 --timeout 10s,10.855,3927856889.269,1.5428059742577947e+19,2100996749.08852,4.41418733968053e+18,39434.185444797,1555054981.69464,131.360308968316,17255.530772251437,21.3739482299089,456.84566293482584,29.640697970317,878.5709761675542,1.69105828033892,2.8596781075028255,3922708269.72705,1.5387640169384985e+19,89.9714706832014,8094.86553689817,2098242690.19337,4.402622386949911e+18,64.1393847349126,4113.860674173139,10879.982793662,118374025.59038119,2320463272.18064,5.384549797539284e+18,17428.6710361007,303758574.0846154,5451.41339214439,29717907.972051203,4.67278154586549,21.83488737538108,1922000599.46816,3.694086304355966e+18,14952.5044269615,223577388.63830322,3461696826.42341,1.1983344918069907e+19,969.799789944108,940511.6325756361,2436.5524909999,5936788.041397817,2865887914.04213,8.213313535852751e+18,12342140926.9171,1.523284426598821e+20,2087289193.93166,4.3567761791038787e+18,3458724278.98505,1.1962773638040656e+19,494.663358319473,244691.83806389934,19076279569.9538,3.639044422310368e+20,208671.853346335,43543942378.99435,524111071.417328,2.746924151822195e+17
stress-ng --cpu 1 --cpu-method rgb --timeout 10s,7.745,1519720.09419605,2309549164703.251,68438444.8825291,4683820737938973.0,26616.4413074914,708434947.8751346,214.761554090485,46122.52511536031,21.0273524572397,442.1495513609845,6.35133764455465,40.339489875137005,1.88749175084537,3.56262510950932,1521394.07111569,2314639919625.973,78.3292372062229,6135.469401308734,68497590.0866592,4691919847679992.0,59.1627828660008,3500.234876449558,592.981193795361,351626.6961949715,9079003.28271899,82428300607622.2,3578.20096756459,12803522.164280169,4545.58263084396,20662321.453830298,1.88656056276124,3.5591107569660068,9075644.37828251,82367320881050.92,3489.91454144041,12179503.506557228,3470206698.28288,1.2042334528807367e+19,983.58606553406,967441.5483127722,2513.98654235501,6320128.335142098,3467485848.54715,1.202345810987475e+19,2400643760.72431,5.763090465904558e+18,82447741.626073,6797630099239691.0,3461193511.49294,1.1979860524000827e+19,480.213641555983,230605.1415364581,17241285447.0943,2.9726192386818566e+20,208659.393894879,43538742660.57827,517797.614213314,268114369284.99997
stress-ng --cpu 1 --cpu-method sieve --timeout 10s,8.935,1492408018.16358,2.2272816926789443e+18,982903920.618466,9.661001171671517e+17,30215.9645485121,913004513.59694,202.603381274266,41048.1301037656,20.1967699589956,407.9095167765871,6.06958818418816,36.839900725636525,3.18465674646619,10.14203859281262,1234005631.98967,1.522769899782225e+18,75.1961456716566,5654.460323872999,812718455.62814,6.605112881185889e+17,66.6835135672258,4446.690981670387,119.223132918681,14214.155422945478,867159977.695891,7.519664269175382e+17,378300.320983769,143111132856.42267,14951.4061835072,223544546.86421737,1.78642422137093,3.191311498700734,868939597.108185,7.550560234225349e+17,374943.589430957,140582695255.37003,3454650455.94805,1.193460977278207e+19,912.244503640623,832190.0344225265,2476.1681213826,6131408.565351435,2860143040.5209,8.180418212240137e+18,11223965584.0304,1.2597740343149886e+20,813420689.027431,6.616532173378606e+17,3469458879.35835,1.2037144915558496e+19,498.831289622592,248832.65550653829,18880261669.8185,3.5646428072081765e+20,74242408.3637644,5511935199651955.0,74566587.9624948,5560176040368475.0
stress-ng --cpu 1 --cpu-method stats --timeout 10s,9.555,2107593406.33256,4.441949966416484e+18,1610674378.82102,2.5942719545904783e+18,45221.7251104552,2045004421.9655743,583.557770929268,340539.6720119361,16.3996812876638,268.94954633695016,7.85569370011814,61.711923510075835,1.98944461260426,3.957889866620114,2108313255.16685,4.4449847819122396e+18,83.2187195295238,6925.355280133545,1611224672.73286,2.596044946023112e+18,61.7590923753042,3814.1854910213574,113.593097423209,12903.391782198652,1418996157.27043,2.013550094348247e+18,1601863.44606608,2565966499842.697,18519.1909912966,342960434.9721212,2.28180724563922,5.206644306251644,1413312455.55116,1.99745209701605e+18,1595842.58294984,2546713549556.017,3464743687.1493,1.2004448817640927e+19,970.763947302182,942382.6413817137,3106.02803328556,9647410.143555764,2868566376.91444,8.228673058764038e+18,11283919578.5347,1.2732684105483873e+20,1611676110.06394,2.597499883750833e+18,3462806764.91603,1.199103069114822e+19,485.263830183457,235480.98488431898,20771220562.5597,4.314436036585029e+20,163103499.648433,2.6602751597566384e+16,81954614.124455,6716558776288320.0
stress-ng --cpu 1 --cpu-method sqrt --timeout 10s,8.71,818473747.521552,6.698992753819732e+17,818374182.216335,6.697363021182552e+17,28232.1264894768,797052966.1178175,193.390260018761,37399.79267012399,14.568592663345,212.24389219046972,4.66212977005475,21.735453992830756,2.38407559749501,5.683816454571189,820502055.090626,6.732236224079406e+17,81.4649314568332,6636.535057266531,820402430.101544,6.730601473165188e+17,62.513069698096,3907.883883079008,232.846174101338,54217.3407936306,1228143851.01208,1.508337318778782e+18,14910.2358197123,222315132.19943172,4348.01097627966,18905199.449848402,3.97327672833789,15.786927959951445,1230171011.98236,1.5133207187217034e+18,14856.1194629777,220704285.49826482,3471263419.31304,1.2049669726260857e+19,1077.58143798469,1161181.7554891522,2454.26879461934,6023435.316242268,2874077090.55046,8.260319122426997e+18,7788638268.43551,6.066288607653809e+19,819930481.491477,6.722859944788453e+17,3466665519.57172,1.2017769824587465e+19,528.930457678744,279767.42906024563,17229616131.6409,2.968596720437003e+20,213956.709177135,45777473401.90912,511252.341854509,261378957051.71976
stress-ng --cpu 1 --cpu-method trig --timeout 10s,8.685,808140492.283359,6.530910552679899e+17,321478983.266083,1.0334873668179448e+17,67478.1735388613,4553303904.140681,180.921440968897,32732.56780226208,18.7909788032064,353.10088438255224,8.05592848931505,64.89798382495788,2.288128669743,5.235532809299872,667235689.80643,4.4520346575146246e+17,82.7613076985135,6849.434051968031,265430114.12023,7.045314548187831e+16,56.2528967808078,3164.388396232217,14192.0168750242,201413342.98097163,286677404.752085,8.218393439539075e+16,236034.227576705,55712156587.73176,9777.46121660556,95598747.84222586,2.18059076374775,4.754976078941995,286409546.67919,8.20304284289791e+16,223181.240822401,49809866255.02656,3466487191.16556,1.2016533446514893e+19,928.404385743393,861934.703467567,2562.08474000589,6564278.21497105,2870097866.6694,8.237461764260242e+18,3073255383.70783,9.44489865348916e+18,320800636.945825,1.02913048664847e+17,3464114045.9211,1.2000086123147854e+19,476.36099746688,226919.79990764087,17233880747.4989,2.970066456190133e+20,608403871.571199,3.7015527094282406e+17,4190259953.37253,1.7558278476837556e+19
stress-ng --cpu 1 --cpu-method union --timeout 10s,7.68,338831050.177334,1.1480648056427504e+17,211788197.680053,4.485424067656521e+16,29363.1514029081,862194660.310104,204.611773532128,41865.97786796284,15.5971744502314,243.27185083095117,8.84782458216623,78.283999836785,2.78461271076266,7.754067948940969,339227297.037901,1.150751590556403e+17,77.7606583754759,6046.71999098747,212035933.67153,4.495923716795747e+16,60.2755029324222,3633.1362537564373,230.783232929146,53260.900601228466,25760974.0364245,663627783305337.1,27629.2556895231,763375769.9570446,4248.71605052028,18051588.07794865,4.37128454467591,19.108128570522478,21400970.89637,458001555307275.8,23194.4231870096,537981266.9780886,3461323269.33522,1.1980758774841455e+19,978.063916219433,956609.0242104941,2583.02543438723,6672020.394691337,2865765249.17923,8.212610463403296e+18,2667422065.29545,7.115140474425045e+18,211866866.498566,4.488756911992119e+16,3469125289.06883,1.2034830271256893e+19,20285.7761208181,411512712.82395387,17176132138.5721,2.9501951524168938e+20,210152.299961201,44163989178.982605,607879.44112757,369517414945.56683
stress-ng --cpu 1 --cpu-method zeta --timeout 10s,10.57,1853918030.86008,3.4370120651481165e+18,693172089.233806,4.8048754529275955e+17,50832.6243584837,2583955699.17071,173.317776419997,30039.051623172065,20.3447003380606,413.90683184548317,11.9198239900696,142.08220395423876,3.77633953525664,14.260740285542337,1854431720.0925,3.438917004485228e+18,98.1251054162148,9628.536312943266,693363812.688011,4.807533767452553e+17,69.3099922338527,4803.8750234567215,78.0096931797191,6085.512229993911,1531931888.28698,2.346815310350512e+18,19892.6001856928,395715542.1478253,8470.86370498124,71755531.90836851,3.96789849412161,15.744218459652542,1533996452.87699,2.3531451174391875e+18,19673.2958559433,387038569.8354758,3458280326.77098,1.1959702818531195e+19,1053.5291121747,1109923.5901996116,3242.25154176189,10512195.060057353,2863254516.96932,8.198226428945213e+18,8461729887.71577,7.160087269266234e+19,692937251.525626,4.801620345518886e+17,3467722137.29471,1.2025096821483792e+19,476.68768698767,227231.15092565486,20740027503.7734,4.3014874085727705e+20,209365.625817633,43833965274.00912,569792388.687203,3.246633662058687e+17
